slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num
GSE217414_GSM6716964,human,liver,37144485,Inferring ligand-receptor cellular networks from bulk and spatial transcriptomic datasets with BulkSignalR,"The study of cellular networks mediated by ligand-receptor interactions has attracted much attention recently owing to single-cell omics. However, rich collections of bulk data accompanied with clinical information exists and continue to be generated with no equivalent in single-cell so far. In parallel, spatial transcriptomic (ST) analyses represent a revolutionary tool in biology. A large number of ST projects rely on multicellular resolution, for instance the Visium™ platform, where several cells are analyzed at each location, thus producing localized bulk data. Here, we describe BulkSignalR, a R package to infer ligand-receptor networks from bulk data. BulkSignalR integrates ligand-receptor interactions with downstream pathways to estimate statistical significance. A range of visualization methods complement the statistics, including functions dedicated to spatial data. We demonstrate BulkSignalR relevance using different datasets, including new Visium liver metastasis ST data, with experimental validation of protein colocalization. A comparison with other ST packages shows the significantly higher quality of BulkSignalR inferences. BulkSignalR can be applied to any species thanks to its built-in generic ortholog mapping functionality.",,True,Visium,3379,17943
GSE217414_GSM6716965,human,liver,37144485,Inferring ligand-receptor cellular networks from bulk and spatial transcriptomic datasets with BulkSignalR,"The study of cellular networks mediated by ligand-receptor interactions has attracted much attention recently owing to single-cell omics. However, rich collections of bulk data accompanied with clinical information exists and continue to be generated with no equivalent in single-cell so far. In parallel, spatial transcriptomic (ST) analyses represent a revolutionary tool in biology. A large number of ST projects rely on multicellular resolution, for instance the Visium™ platform, where several cells are analyzed at each location, thus producing localized bulk data. Here, we describe BulkSignalR, a R package to infer ligand-receptor networks from bulk data. BulkSignalR integrates ligand-receptor interactions with downstream pathways to estimate statistical significance. A range of visualization methods complement the statistics, including functions dedicated to spatial data. We demonstrate BulkSignalR relevance using different datasets, including new Visium liver metastasis ST data, with experimental validation of protein colocalization. A comparison with other ST packages shows the significantly higher quality of BulkSignalR inferences. BulkSignalR can be applied to any species thanks to its built-in generic ortholog mapping functionality.",,True,Visium,2091,17943
GSE217414_GSM6716966,human,liver,37144485,Inferring ligand-receptor cellular networks from bulk and spatial transcriptomic datasets with BulkSignalR,"The study of cellular networks mediated by ligand-receptor interactions has attracted much attention recently owing to single-cell omics. However, rich collections of bulk data accompanied with clinical information exists and continue to be generated with no equivalent in single-cell so far. In parallel, spatial transcriptomic (ST) analyses represent a revolutionary tool in biology. A large number of ST projects rely on multicellular resolution, for instance the Visium™ platform, where several cells are analyzed at each location, thus producing localized bulk data. Here, we describe BulkSignalR, a R package to infer ligand-receptor networks from bulk data. BulkSignalR integrates ligand-receptor interactions with downstream pathways to estimate statistical significance. A range of visualization methods complement the statistics, including functions dedicated to spatial data. We demonstrate BulkSignalR relevance using different datasets, including new Visium liver metastasis ST data, with experimental validation of protein colocalization. A comparison with other ST packages shows the significantly higher quality of BulkSignalR inferences. BulkSignalR can be applied to any species thanks to its built-in generic ortholog mapping functionality.",,True,Visium,2317,17943
GSE217843_GSM6727528,mouse,pancreas,37914939,IL-1β+ macrophages fuel pathogenic inflammation in pancreatic cancer,"Pancreatic ductal adenocarcinoma (PDAC) is a lethal disease with high resistance to therapies1. Inflammatory and immunomodulatory signals co-exist in the pancreatic tumour microenvironment, leading to dysregulated repair and cytotoxic responses. Tumour-associated macrophages (TAMs) have key roles in PDAC2, but their diversity has prevented therapeutic exploitation. Here we combined single-cell and spatial genomics with functional experiments to unravel macrophage functions in pancreatic cancer. We uncovered an inflammatory loop between tumour cells and interleukin-1β (IL-1β)-expressing TAMs, a subset of macrophages elicited by a local synergy between prostaglandin E2 (PGE2) and tumour necrosis factor (TNF). Physical proximity with IL-1β+ TAMs was associated with inflammatory reprogramming and acquisition of pathogenic properties by a subset of PDAC cells. This occurrence was an early event in pancreatic tumorigenesis and led to persistent transcriptional changes associated with disease progression and poor outcomes for patients. Blocking PGE2 or IL-1β activity elicited TAM reprogramming and antagonized tumour cell-intrinsic and -extrinsic inflammation, leading to PDAC control in vivo. Targeting the PGE2-IL-1β axis may enable preventive or therapeutic strategies for reprogramming of immune dynamics in pancreatic cancer.",,True,Visium,3444,32285
GSE217843_GSM6727529,mouse,pancreas,37914939,IL-1β+ macrophages fuel pathogenic inflammation in pancreatic cancer,"Pancreatic ductal adenocarcinoma (PDAC) is a lethal disease with high resistance to therapies1. Inflammatory and immunomodulatory signals co-exist in the pancreatic tumour microenvironment, leading to dysregulated repair and cytotoxic responses. Tumour-associated macrophages (TAMs) have key roles in PDAC2, but their diversity has prevented therapeutic exploitation. Here we combined single-cell and spatial genomics with functional experiments to unravel macrophage functions in pancreatic cancer. We uncovered an inflammatory loop between tumour cells and interleukin-1β (IL-1β)-expressing TAMs, a subset of macrophages elicited by a local synergy between prostaglandin E2 (PGE2) and tumour necrosis factor (TNF). Physical proximity with IL-1β+ TAMs was associated with inflammatory reprogramming and acquisition of pathogenic properties by a subset of PDAC cells. This occurrence was an early event in pancreatic tumorigenesis and led to persistent transcriptional changes associated with disease progression and poor outcomes for patients. Blocking PGE2 or IL-1β activity elicited TAM reprogramming and antagonized tumour cell-intrinsic and -extrinsic inflammation, leading to PDAC control in vivo. Targeting the PGE2-IL-1β axis may enable preventive or therapeutic strategies for reprogramming of immune dynamics in pancreatic cancer.",,True,Visium,3822,32285
GSE218537_GSM6751446,mouse,brain,37143153,Probing pathways by which rhynchophylline modifies sleep using spatial transcriptomics,"Background: Rhynchophylline (RHY) is an alkaloid component of Uncaria, which are plants extensively used in traditional Asian medicines. Uncaria treatments increase sleep time and quality in humans, and RHY induces sleep in rats. However, like many traditional natural treatments, the mechanisms of action of RHY and Uncaria remain evasive. Moreover, it is unknown whether RHY modifies key brain oscillations during sleep. We thus aimed at defining the effects of RHY on sleep architecture and oscillations throughout a 24-h cycle, as well as identifying the underlying molecular mechanisms. Mice received systemic RHY injections at two times of the day (beginning and end of the light period), and vigilance states were studied by electrocorticographic recordings.

Results: RHY enhanced slow wave sleep (SWS) after both injections, suppressed paradoxical sleep (PS) in the light but enhanced PS in the dark period. Furthermore, RHY modified brain oscillations during both wakefulness and SWS (including delta activity dynamics) in a time-dependent manner. Interestingly, most effects were larger in females. A brain spatial transcriptomic analysis showed that RHY modifies the expression of genes linked to cell movement, apoptosis/necrosis, and transcription/translation in a brain region-independent manner, and changes those linked to sleep regulation (e.g., Hcrt, Pmch) in a brain region-specific manner (e.g., in the hypothalamus).

Conclusions: The findings provide support to the sleep-inducing effect of RHY, expose the relevance to shape wake/sleep oscillations, and highlight its effects on the transcriptome with a high spatial resolution. The exposed molecular mechanisms underlying the effect of a natural compound should benefit sleep- and brain-related medicine.",Electrocorticographic oscillations; Hypothalamus; Molecular profiling; Sex; Sleep induction; Slow wave sleep.,False,Visium,2831,32285
GSE218537_GSM6751447,mouse,brain,37143153,Probing pathways by which rhynchophylline modifies sleep using spatial transcriptomics,"Background: Rhynchophylline (RHY) is an alkaloid component of Uncaria, which are plants extensively used in traditional Asian medicines. Uncaria treatments increase sleep time and quality in humans, and RHY induces sleep in rats. However, like many traditional natural treatments, the mechanisms of action of RHY and Uncaria remain evasive. Moreover, it is unknown whether RHY modifies key brain oscillations during sleep. We thus aimed at defining the effects of RHY on sleep architecture and oscillations throughout a 24-h cycle, as well as identifying the underlying molecular mechanisms. Mice received systemic RHY injections at two times of the day (beginning and end of the light period), and vigilance states were studied by electrocorticographic recordings.

Results: RHY enhanced slow wave sleep (SWS) after both injections, suppressed paradoxical sleep (PS) in the light but enhanced PS in the dark period. Furthermore, RHY modified brain oscillations during both wakefulness and SWS (including delta activity dynamics) in a time-dependent manner. Interestingly, most effects were larger in females. A brain spatial transcriptomic analysis showed that RHY modifies the expression of genes linked to cell movement, apoptosis/necrosis, and transcription/translation in a brain region-independent manner, and changes those linked to sleep regulation (e.g., Hcrt, Pmch) in a brain region-specific manner (e.g., in the hypothalamus).

Conclusions: The findings provide support to the sleep-inducing effect of RHY, expose the relevance to shape wake/sleep oscillations, and highlight its effects on the transcriptome with a high spatial resolution. The exposed molecular mechanisms underlying the effect of a natural compound should benefit sleep- and brain-related medicine.",Electrocorticographic oscillations; Hypothalamus; Molecular profiling; Sex; Sleep induction; Slow wave sleep.,False,Visium,2752,32285
GSE220218_GSM6796864,pig,heart,36602878,Insulin-like growth factor 1 reduces coronary atherosclerosis in pigs with familial hypercholesterolemia,"Although murine models of coronary atherosclerotic disease have been used extensively to determine mechanisms, limited new therapeutic options have emerged. Pigs with familial hypercholesterolemia (FH pigs) develop complex coronary atheromas that are almost identical to human lesions. We reported previously that insulin-like growth factor 1 (IGF-1) reduced aortic atherosclerosis and promoted features of stable plaque in a murine model. We administered human recombinant IGF-1 or saline (control) in atherosclerotic FH pigs for 6 months. IGF-1 decreased relative coronary atheroma in vivo (intravascular ultrasound) and reduced lesion cross-sectional area (postmortem histology). IGF-1 increased plaque's fibrous cap thickness, and reduced necrotic core, macrophage content, and cell apoptosis, consistent with promotion of a stable plaque phenotype. IGF-1 reduced circulating triglycerides, markers of systemic oxidative stress, and CXCL12 chemokine levels. We used spatial transcriptomics (ST) to identify global transcriptome changes in advanced plaque compartments and to obtain mechanistic insights into IGF-1 effects. ST analysis showed that IGF-1 suppressed FOS/FOSB factors and gene expression of MMP9 and CXCL14 in plaque macrophages, suggesting possible involvement of these molecules in IGF-1's effect on atherosclerosis. Thus, IGF-1 reduced coronary plaque burden and promoted features of stable plaque in a pig model, providing support for consideration of clinical trials.",Atherosclerosis; Cardiology; Growth factors; Plaque formation; Vascular Biology.,False,Visium,2196,21303
GSE220218_GSM6796865,pig,heart,36602878,Insulin-like growth factor 1 reduces coronary atherosclerosis in pigs with familial hypercholesterolemia,"Although murine models of coronary atherosclerotic disease have been used extensively to determine mechanisms, limited new therapeutic options have emerged. Pigs with familial hypercholesterolemia (FH pigs) develop complex coronary atheromas that are almost identical to human lesions. We reported previously that insulin-like growth factor 1 (IGF-1) reduced aortic atherosclerosis and promoted features of stable plaque in a murine model. We administered human recombinant IGF-1 or saline (control) in atherosclerotic FH pigs for 6 months. IGF-1 decreased relative coronary atheroma in vivo (intravascular ultrasound) and reduced lesion cross-sectional area (postmortem histology). IGF-1 increased plaque's fibrous cap thickness, and reduced necrotic core, macrophage content, and cell apoptosis, consistent with promotion of a stable plaque phenotype. IGF-1 reduced circulating triglycerides, markers of systemic oxidative stress, and CXCL12 chemokine levels. We used spatial transcriptomics (ST) to identify global transcriptome changes in advanced plaque compartments and to obtain mechanistic insights into IGF-1 effects. ST analysis showed that IGF-1 suppressed FOS/FOSB factors and gene expression of MMP9 and CXCL14 in plaque macrophages, suggesting possible involvement of these molecules in IGF-1's effect on atherosclerosis. Thus, IGF-1 reduced coronary plaque burden and promoted features of stable plaque in a pig model, providing support for consideration of clinical trials.",Atherosclerosis; Cardiology; Growth factors; Plaque formation; Vascular Biology.,False,Visium,1621,21303
GSE220218_GSM6796866,pig,heart,36602878,Insulin-like growth factor 1 reduces coronary atherosclerosis in pigs with familial hypercholesterolemia,"Although murine models of coronary atherosclerotic disease have been used extensively to determine mechanisms, limited new therapeutic options have emerged. Pigs with familial hypercholesterolemia (FH pigs) develop complex coronary atheromas that are almost identical to human lesions. We reported previously that insulin-like growth factor 1 (IGF-1) reduced aortic atherosclerosis and promoted features of stable plaque in a murine model. We administered human recombinant IGF-1 or saline (control) in atherosclerotic FH pigs for 6 months. IGF-1 decreased relative coronary atheroma in vivo (intravascular ultrasound) and reduced lesion cross-sectional area (postmortem histology). IGF-1 increased plaque's fibrous cap thickness, and reduced necrotic core, macrophage content, and cell apoptosis, consistent with promotion of a stable plaque phenotype. IGF-1 reduced circulating triglycerides, markers of systemic oxidative stress, and CXCL12 chemokine levels. We used spatial transcriptomics (ST) to identify global transcriptome changes in advanced plaque compartments and to obtain mechanistic insights into IGF-1 effects. ST analysis showed that IGF-1 suppressed FOS/FOSB factors and gene expression of MMP9 and CXCL14 in plaque macrophages, suggesting possible involvement of these molecules in IGF-1's effect on atherosclerosis. Thus, IGF-1 reduced coronary plaque burden and promoted features of stable plaque in a pig model, providing support for consideration of clinical trials.",Atherosclerosis; Cardiology; Growth factors; Plaque formation; Vascular Biology.,False,Visium,1441,21303
GSE220218_GSM6796867,pig,heart,36602878,Insulin-like growth factor 1 reduces coronary atherosclerosis in pigs with familial hypercholesterolemia,"Although murine models of coronary atherosclerotic disease have been used extensively to determine mechanisms, limited new therapeutic options have emerged. Pigs with familial hypercholesterolemia (FH pigs) develop complex coronary atheromas that are almost identical to human lesions. We reported previously that insulin-like growth factor 1 (IGF-1) reduced aortic atherosclerosis and promoted features of stable plaque in a murine model. We administered human recombinant IGF-1 or saline (control) in atherosclerotic FH pigs for 6 months. IGF-1 decreased relative coronary atheroma in vivo (intravascular ultrasound) and reduced lesion cross-sectional area (postmortem histology). IGF-1 increased plaque's fibrous cap thickness, and reduced necrotic core, macrophage content, and cell apoptosis, consistent with promotion of a stable plaque phenotype. IGF-1 reduced circulating triglycerides, markers of systemic oxidative stress, and CXCL12 chemokine levels. We used spatial transcriptomics (ST) to identify global transcriptome changes in advanced plaque compartments and to obtain mechanistic insights into IGF-1 effects. ST analysis showed that IGF-1 suppressed FOS/FOSB factors and gene expression of MMP9 and CXCL14 in plaque macrophages, suggesting possible involvement of these molecules in IGF-1's effect on atherosclerosis. Thus, IGF-1 reduced coronary plaque burden and promoted features of stable plaque in a pig model, providing support for consideration of clinical trials.",Atherosclerosis; Cardiology; Growth factors; Plaque formation; Vascular Biology.,False,Visium,963,21303
GSE220978_GSM6833484,human,mouth,38229179,Spatial Transcriptomic and Metabolomic Landscapes of Oral Submucous Fibrosis-Derived Oral Squamous Cell Carcinoma and its Tumor Microenvironment,"In South and Southeast Asia, the habit of chewing betel nuts is prevalent, which leads to oral submucous fibrosis (OSF). OSF is a well-established precancerous lesion, and a portion of OSF cases eventually progress to oral squamous cell carcinoma (OSCC). However, the specific molecular mechanisms underlying the malignant transformation of OSCC from OSF are poorly understood. In this study, the leading-edge techniques of Spatial Transcriptomics (ST) and Spatial Metabolomics (SM) are integrated to obtain spatial location information of cancer cells, fibroblasts, and immune cells, as well as the transcriptomic and metabolomic landscapes in OSF-derived OSCC tissues. This work reveals for the first time that some OSF-derived OSCC cells undergo partial epithelial-mesenchymal transition (pEMT) within the in situ carcinoma (ISC) region, eventually acquiring fibroblast-like phenotypes and participating in collagen deposition. Complex interactions among epithelial cells, fibroblasts, and immune cells in the tumor microenvironment are demonstrated. Most importantly, significant metabolic reprogramming in OSF-derived OSCC, including abnormal polyamine metabolism, potentially playing a pivotal role in promoting tumorigenesis and immune evasion is discovered. The ST and SM data in this study shed new light on deciphering the mechanisms of OSF-derived OSCC. The work also offers invaluable clues for the prevention and treatment of OSCC.",oral squamous cell carcinoma (OSCC); oral submucous fibrosis (OSF); polyamine metabolism; spatial metabolomics; spatial transcriptomics; tumor microenvironment.,True,Visium,4199,36601
GSE220978_GSM6833485,human,mouth,38229179,Spatial Transcriptomic and Metabolomic Landscapes of Oral Submucous Fibrosis-Derived Oral Squamous Cell Carcinoma and its Tumor Microenvironment,"In South and Southeast Asia, the habit of chewing betel nuts is prevalent, which leads to oral submucous fibrosis (OSF). OSF is a well-established precancerous lesion, and a portion of OSF cases eventually progress to oral squamous cell carcinoma (OSCC). However, the specific molecular mechanisms underlying the malignant transformation of OSCC from OSF are poorly understood. In this study, the leading-edge techniques of Spatial Transcriptomics (ST) and Spatial Metabolomics (SM) are integrated to obtain spatial location information of cancer cells, fibroblasts, and immune cells, as well as the transcriptomic and metabolomic landscapes in OSF-derived OSCC tissues. This work reveals for the first time that some OSF-derived OSCC cells undergo partial epithelial-mesenchymal transition (pEMT) within the in situ carcinoma (ISC) region, eventually acquiring fibroblast-like phenotypes and participating in collagen deposition. Complex interactions among epithelial cells, fibroblasts, and immune cells in the tumor microenvironment are demonstrated. Most importantly, significant metabolic reprogramming in OSF-derived OSCC, including abnormal polyamine metabolism, potentially playing a pivotal role in promoting tumorigenesis and immune evasion is discovered. The ST and SM data in this study shed new light on deciphering the mechanisms of OSF-derived OSCC. The work also offers invaluable clues for the prevention and treatment of OSCC.",oral squamous cell carcinoma (OSCC); oral submucous fibrosis (OSF); polyamine metabolism; spatial metabolomics; spatial transcriptomics; tumor microenvironment.,True,Visium,4290,36601
GSE220978_GSM6833486,human,mouth,38229179,Spatial Transcriptomic and Metabolomic Landscapes of Oral Submucous Fibrosis-Derived Oral Squamous Cell Carcinoma and its Tumor Microenvironment,"In South and Southeast Asia, the habit of chewing betel nuts is prevalent, which leads to oral submucous fibrosis (OSF). OSF is a well-established precancerous lesion, and a portion of OSF cases eventually progress to oral squamous cell carcinoma (OSCC). However, the specific molecular mechanisms underlying the malignant transformation of OSCC from OSF are poorly understood. In this study, the leading-edge techniques of Spatial Transcriptomics (ST) and Spatial Metabolomics (SM) are integrated to obtain spatial location information of cancer cells, fibroblasts, and immune cells, as well as the transcriptomic and metabolomic landscapes in OSF-derived OSCC tissues. This work reveals for the first time that some OSF-derived OSCC cells undergo partial epithelial-mesenchymal transition (pEMT) within the in situ carcinoma (ISC) region, eventually acquiring fibroblast-like phenotypes and participating in collagen deposition. Complex interactions among epithelial cells, fibroblasts, and immune cells in the tumor microenvironment are demonstrated. Most importantly, significant metabolic reprogramming in OSF-derived OSCC, including abnormal polyamine metabolism, potentially playing a pivotal role in promoting tumorigenesis and immune evasion is discovered. The ST and SM data in this study shed new light on deciphering the mechanisms of OSF-derived OSCC. The work also offers invaluable clues for the prevention and treatment of OSCC.",oral squamous cell carcinoma (OSCC); oral submucous fibrosis (OSF); polyamine metabolism; spatial metabolomics; spatial transcriptomics; tumor microenvironment.,True,Visium,4514,36601
GSE220978_GSM6833487,human,mouth,38229179,Spatial Transcriptomic and Metabolomic Landscapes of Oral Submucous Fibrosis-Derived Oral Squamous Cell Carcinoma and its Tumor Microenvironment,"In South and Southeast Asia, the habit of chewing betel nuts is prevalent, which leads to oral submucous fibrosis (OSF). OSF is a well-established precancerous lesion, and a portion of OSF cases eventually progress to oral squamous cell carcinoma (OSCC). However, the specific molecular mechanisms underlying the malignant transformation of OSCC from OSF are poorly understood. In this study, the leading-edge techniques of Spatial Transcriptomics (ST) and Spatial Metabolomics (SM) are integrated to obtain spatial location information of cancer cells, fibroblasts, and immune cells, as well as the transcriptomic and metabolomic landscapes in OSF-derived OSCC tissues. This work reveals for the first time that some OSF-derived OSCC cells undergo partial epithelial-mesenchymal transition (pEMT) within the in situ carcinoma (ISC) region, eventually acquiring fibroblast-like phenotypes and participating in collagen deposition. Complex interactions among epithelial cells, fibroblasts, and immune cells in the tumor microenvironment are demonstrated. Most importantly, significant metabolic reprogramming in OSF-derived OSCC, including abnormal polyamine metabolism, potentially playing a pivotal role in promoting tumorigenesis and immune evasion is discovered. The ST and SM data in this study shed new light on deciphering the mechanisms of OSF-derived OSCC. The work also offers invaluable clues for the prevention and treatment of OSCC.",oral squamous cell carcinoma (OSCC); oral submucous fibrosis (OSF); polyamine metabolism; spatial metabolomics; spatial transcriptomics; tumor microenvironment.,True,Visium,4316,36601
GSE221359_GSM6859066,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,734,32287
GSE221359_GSM6859067,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,1284,32287
GSE221359_GSM6859068,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,1818,32287
GSE221359_GSM6859069,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,1044,32287
GSE221359_GSM6859070,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,1494,32287
GSE221359_GSM6859071,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,1158,32287
GSE221359_GSM6859072,mouse,liver,37863068,In vivo macrophage engineering reshapes the tumor microenvironment leading to eradication of liver metastases,"Liver metastases are associated with poor response to current pharmacological treatments, including immunotherapy. We describe a lentiviral vector (LV) platform to selectively engineer liver macrophages, including Kupffer cells and tumor-associated macrophages (TAMs), to deliver type I interferon (IFNα) to liver metastases. Gene-based IFNα delivery delays the growth of colorectal and pancreatic ductal adenocarcinoma liver metastases in mice. Response to IFNα is associated with TAM immune activation, enhanced MHC-II-restricted antigen presentation and reduced exhaustion of CD8+ T cells. Conversely, increased IL-10 signaling, expansion of Eomes CD4+ T cells, a cell type displaying features of type I regulatory T (Tr1) cells, and CTLA-4 expression are associated with resistance to therapy. Targeting regulatory T cell functions by combinatorial CTLA-4 immune checkpoint blockade and IFNα LV delivery expands tumor-reactive T cells, attaining complete response in most mice. These findings support a promising therapeutic strategy with feasible translation to patients with unmet medical need.",Colorectal cancer (CRC); EOMES; Gene therapy; Immunotherapy; Interferon-alpha; Interleukin-10 (IL-10); Liver metastases; Pancreatic cancer; Tumor-associated macrophages (TAMs); Type 1 regulatory T cells (Tr1).,True,Visium,1843,32287
